category,en,ja,ex,filename,has_mp3,recording
locker,you'll be alright,大丈夫だ,You'll be alright.,youll_be_alright.mp3,YES,daniel_tts
locker,head up,顔上げろ,Head up.,head_up.mp3,YES,daniel_tts
locker,forget about it,切り替えろ,Forget about it.,forget_about_it.mp3,YES,daniel_tts
locker,first round on you,最初の一杯はお前,First round on you.,first_round_on_you.mp3,YES,daniel_tts
locker,settling in alright?,慣れてきた？,Settling in alright?,settling_in_alright.mp3,YES,daniel_tts
locker,who are you rooming with?,誰と同部屋？,Who are you rooming with?,who_are_you_rooming_with.mp3,YES,daniel_tts
locker,team meal tonight,今夜はチーム飯,Team meal tonight.,team_meal_tonight.mp3,YES,daniel_tts
locker,see you at dinner,晩飯でな,See you at dinner.,see_you_at_dinner.mp3,YES,daniel_tts
locker,the lads are heading out,みんな出かけるぞ,The lads are heading out.,the_lads_are_heading_out.mp3,YES,daniel_tts
comm,good performance,良いパフォーマンス,It was a good performance.,good_performance.mp3,YES,daniel_tts
comm,team effort,チーム全員の成果,It was a team effort.,team_effort.mp3,YES,daniel_tts
comm,great result,良い結果,It's a great result for us.,great_result.mp3,YES,daniel_tts
comm,important win,大きな勝利,It was an important win.,important_win.mp3,YES,daniel_tts
comm,deserved win,妥当な勝利,It was a deserved win.,deserved_win.mp3,YES,daniel_tts
comm,hard-fought win,苦しんだ末の勝利,It was a hard-fought win.,hard-fought_win.mp3,YES,daniel_tts
comm,clean sheet,無失点,We kept a clean sheet.,clean_sheet.mp3,YES,daniel_tts
comm,three points,勝点3,The most important thing is the three points.,three_points.mp3,YES,daniel_tts
comm,momentum,勢い,We need to keep this momentum.,momentum.mp3,YES,daniel_tts
comm,consistency,継続性,Consistency is the key.,consistency.mp3,YES,daniel_tts
comm,credit to the lads,仲間を称えたい,Credit to the lads.,credit_to_the_lads.mp3,YES,daniel_tts
comm,full credit to them,相手を称える,Full credit to them.,full_credit_to_them.mp3,YES,daniel_tts
comm,fantastic support,素晴らしい応援,The fans gave us fantastic support.,fantastic_support.mp3,YES,daniel_tts
comm,our supporters,サポーター,Our supporters were amazing.,our_supporters.mp3,YES,daniel_tts
comm,home crowd,ホームの観客,The home crowd pushed us forward.,home_crowd.mp3,YES,daniel_tts
comm,away fans,アウェイサポーター,Thanks to the away fans.,away_fans.mp3,YES,daniel_tts
comm,special atmosphere,特別な雰囲気,It was a special atmosphere.,special_atmosphere.mp3,YES,daniel_tts
comm,big occasion,大舞台,It's a big occasion.,big_occasion.mp3,YES,daniel_tts
comm,top opponent,強豪相手,They are a top opponent.,top_opponent.mp3,YES,daniel_tts
comm,quality side,質の高いチーム,They're a quality side.,quality_side.mp3,YES,daniel_tts
comm,at the end of the day,結局のところ,"At the end of the day, we won.",at_the_end_of_the_day.mp3,YES,daniel_tts
comm,we move on,切り替える,We move on to the next game.,we_move_on.mp3,YES,daniel_tts
comm,one game at a time,一戦一戦,We take it one game at a time.,one_game_at_a_time.mp3,YES,daniel_tts
comm,keep improving,成長し続ける,We need to keep improving.,keep_improving.mp3,YES,daniel_tts
comm,stay focused,集中を保つ,We must stay focused.,stay_focused.mp3,YES,daniel_tts
comm,stay humble,謙虚でいる,We stay humble.,stay_humble.mp3,YES,daniel_tts
comm,keep working hard,努力を続ける,We keep working hard.,keep_working_hard.mp3,YES,daniel_tts
comm,learn from it,学びにする,We learn from it.,learn_from_it.mp3,YES,daniel_tts
comm,bounce back,立て直す,We'll bounce back.,bounce_back.mp3,YES,daniel_tts
comm,take responsibility,責任を負う,I take responsibility.,take_responsibility.mp3,YES,daniel_tts
comm,disappointed,残念だ,We're disappointed.,disappointed.mp3,YES,daniel_tts
comm,frustrated,悔しい,It's frustrating.,frustrated.mp3,YES,daniel_tts
comm,tough game,難しい試合,It was a tough game.,tough_game.mp3,YES,daniel_tts
comm,tough opponent,手強い相手,They were a tough opponent.,tough_opponent.mp3,YES,daniel_tts
comm,close game,接戦,It was a close game.,close_game.mp3,YES,daniel_tts
comm,fine margins,紙一重,Football is about fine margins.,fine_margins.mp3,YES,daniel_tts
comm,small details,小さな差,Small details made the difference.,small_details.mp3,YES,daniel_tts
comm,unfortunate,不運だった,It was unfortunate.,unfortunate.mp3,YES,daniel_tts
comm,deserved more,もっと報われるべきだった,We deserved more today.,deserved_more.mp3,YES,daniel_tts
comm,not good enough,不十分だった,We were not good enough.,not_good_enough.mp3,YES,daniel_tts
comm,confidence,自信,My confidence is growing.,confidence.mp3,YES,daniel_tts
comm,belief,信念,We believe in ourselves.,belief.mp3,YES,daniel_tts
comm,character,メンタルの強さ,The team showed character.,character.mp3,YES,daniel_tts
comm,mentality,メンタリティ,Winning mentality matters.,mentality.mp3,YES,daniel_tts
comm,leadership,リーダーシップ,He showed leadership.,leadership.mp3,YES,daniel_tts
comm,professionalism,プロ意識,His professionalism is excellent.,professionalism.mp3,YES,daniel_tts
comm,commitment,献身性,The commitment was excellent.,commitment.mp3,YES,daniel_tts
comm,determination,決意,We showed determination.,determination.mp3,YES,daniel_tts
comm,ambition,向上心,We have ambition.,ambition.mp3,YES,daniel_tts
comm,motivation,モチベーション,Motivation is high.,motivation.mp3,YES,daniel_tts
comm,debut,デビュー戦,It was my debut.,debut.mp3,YES,daniel_tts
comm,first goal,初ゴール,I'm happy with my first goal.,first_goal.mp3,YES,daniel_tts
comm,milestone,節目,It's an important milestone.,milestone.mp3,YES,daniel_tts
comm,career,キャリア,It's part of my career.,career.mp3,YES,daniel_tts
comm,journey,道のり,It's been a long journey.,journey.mp3,YES,daniel_tts
comm,dream come true,夢が叶った,It's a dream come true.,dream_come_true.mp3,YES,daniel_tts
comm,proud moment,誇らしい瞬間,It's a proud moment.,proud_moment.mp3,YES,daniel_tts
comm,special moment,特別な瞬間,It was a special moment.,special_moment.mp3,YES,daniel_tts
comm,family support,家族の支え,Thanks for my family's support.,family_support.mp3,YES,daniel_tts
comm,grateful,感謝している,I'm grateful for everything.,grateful.mp3,YES,daniel_tts
comm,interview,インタビュー,I have an interview now.,interview.mp3,YES,daniel_tts
comm,press conference,記者会見,The press conference starts soon.,press_conference.mp3,YES,daniel_tts
comm,mixed zone,ミックスゾーン,See you in the mixed zone.,mixed_zone.mp3,YES,daniel_tts
comm,media duties,メディア対応,Media duties after the game.,media_duties.mp3,YES,daniel_tts
comm,broadcast interview,放送用インタビュー,He did a broadcast interview.,broadcast_interview.mp3,YES,daniel_tts
comm,live interview,生中継インタビュー,It was a live interview.,live_interview.mp3,YES,daniel_tts
comm,headline,見出し,That became the headline.,headline.mp3,YES,daniel_tts
comm,quote,コメント,That's a good quote.,quote.mp3,YES,daniel_tts
comm,off the record,オフレコ,This is off the record.,off_the_record.mp3,YES,daniel_tts
comm,soundbite,短いコメント,Give us a soundbite.,soundbite.mp3,YES,daniel_tts
paper,representation agreement,代理人契約,The representation agreement is signed.,representation_agreement.mp3,YES,daniel_tts
paper,client,顧客（選手）,He is our client.,client.mp3,YES,daniel_tts
paper,mandate,委任契約,We received the mandate.,mandate.mp3,YES,daniel_tts
paper,agency fee,エージェント報酬,Agency fee is payable upon signing.,agency_fee.mp3,YES,daniel_tts
paper,contract,契約,He signed a three-year contract.,contract.mp3,YES,daniel_tts
paper,employment contract,雇用契約,Review the employment contract.,employment_contract.mp3,YES,daniel_tts
paper,contract extension,契約延長,The club offered a contract extension.,contract_extension.mp3,YES,daniel_tts
paper,renewal,契約更新,Renewal talks have started.,renewal.mp3,YES,daniel_tts
paper,expiry date,契約満了日,Check the expiry date.,expiry_date.mp3,YES,daniel_tts
paper,gross salary,額面給与,"Gross salary is €500,000.",gross_salary.mp3,YES,daniel_tts
paper,net salary,手取り給与,Net salary is guaranteed.,net_salary.mp3,YES,daniel_tts
paper,signing-on fee,契約金,Signing-on fee will be paid separately.,signing-on_fee.mp3,YES,daniel_tts
paper,bonus,ボーナス,The contract includes bonuses.,bonus.mp3,YES,daniel_tts
paper,appearance bonus,出場ボーナス,Appearance bonus activates after 20 games.,appearance_bonus.mp3,YES,daniel_tts
paper,goal bonus,得点ボーナス,Goal bonus is included.,goal_bonus.mp3,YES,daniel_tts
paper,assist bonus,アシストボーナス,Assist bonus applies.,assist_bonus.mp3,YES,daniel_tts
paper,loyalty bonus,忠誠ボーナス,Loyalty bonus is paid annually.,loyalty_bonus.mp3,YES,daniel_tts
paper,promotion bonus,昇格ボーナス,Promotion bonus is significant.,promotion_bonus.mp3,YES,daniel_tts
paper,release clause,契約解除金条項,The player has a release clause.,release_clause.mp3,YES,daniel_tts
paper,buyout clause,買い取り条項,Buyout clause is €5 million.,buyout_clause.mp3,YES,daniel_tts
paper,sell-on clause,再販条項,A sell-on clause was agreed.,sell-on_clause.mp3,YES,daniel_tts
paper,image rights,肖像権,Image rights remain with the player.,image_rights.mp3,YES,daniel_tts
paper,commercial rights,商業権,Commercial rights are separate.,commercial_rights.mp3,YES,daniel_tts
paper,transfer fee,移籍金,The transfer fee was undisclosed.,transfer_fee.mp3,YES,daniel_tts
paper,permanent transfer,完全移籍,He joined on a permanent transfer.,permanent_transfer.mp3,YES,daniel_tts
paper,loan transfer,レンタル移籍,He moved on loan.,loan_transfer.mp3,YES,daniel_tts
paper,loan agreement,レンタル契約,The loan agreement was signed.,loan_agreement.mp3,YES,daniel_tts
paper,option to buy,買取オプション,The deal includes an option to buy.,option_to_buy.mp3,YES,daniel_tts
paper,obligation to buy,買取義務,Obligation to buy applies next season.,obligation_to_buy.mp3,YES,daniel_tts
paper,medical,メディカルチェック,He passed his medical.,medical.mp3,YES,daniel_tts
paper,international transfer,国際移籍,It's an international transfer.,international_transfer.mp3,YES,daniel_tts
paper,free agent,フリーエージェント,He became a free agent.,free_agent.mp3,YES,daniel_tts
paper,pre-contract,事前契約,A pre-contract was signed.,pre-contract.mp3,YES,daniel_tts
paper,letter of intent,基本合意書,The parties signed a letter of intent.,letter_of_intent.mp3,YES,daniel_tts
paper,training compensation,トレーニング補償金,Training compensation may apply.,training_compensation.mp3,YES,daniel_tts
paper,solidarity contribution,連帯貢献金,Solidarity contribution is payable.,solidarity_contribution.mp3,YES,daniel_tts
paper,protected period,保護期間,The player is within the protected period.,protected_period.mp3,YES,daniel_tts
paper,just cause,正当事由解除,The player claims just cause.,just_cause.mp3,YES,daniel_tts
paper,mutual termination,合意解除,The contract ended by mutual termination.,mutual_termination.mp3,YES,daniel_tts
paper,technical director,テクニカルダイレクター,We met the technical director.,technical_director.mp3,YES,daniel_tts
paper,head scout,スカウト責任者,The head scout recommended him.,head_scout.mp3,YES,daniel_tts
paper,shortlist,補強候補リスト,The player is on the shortlist.,shortlist.mp3,YES,daniel_tts
paper,due diligence,事前調査,Due diligence is underway.,due_diligence.mp3,YES,daniel_tts
paper,formal offer,正式オファー,We received a formal offer.,formal_offer.mp3,YES,daniel_tts
paper,verbal offer,口頭オファー,We have a verbal offer.,verbal_offer.mp3,YES,daniel_tts
paper,written offer,書面オファー,Please send a written offer.,written_offer.mp3,YES,daniel_tts
paper,counter offer,カウンターオファー,We will make a counter offer.,counter_offer.mp3,YES,daniel_tts
paper,proposal,提案,We are reviewing the proposal.,proposal.mp3,YES,daniel_tts
paper,term sheet,条件表,Please share the term sheet.,term_sheet.mp3,YES,daniel_tts
paper,deal structure,契約スキーム,Let's discuss the deal structure.,deal_structure.mp3,YES,daniel_tts
paper,contract draft,契約ドラフト,We received the contract draft.,contract_draft.mp3,YES,daniel_tts
paper,final draft,最終ドラフト,This is the final draft.,final_draft.mp3,YES,daniel_tts
paper,redline version,修正版,Please review our redline version.,redline_version.mp3,YES,daniel_tts
paper,salary package,報酬パッケージ,The salary package is competitive.,salary_package.mp3,YES,daniel_tts
paper,base salary,基本給,Let's discuss the base salary.,base_salary.mp3,YES,daniel_tts
paper,take-home pay,手取り額,What is the take-home pay?,take-home_pay.mp3,YES,daniel_tts
paper,signing bonus,契約金,A signing bonus is expected.,signing_bonus.mp3,YES,daniel_tts
paper,appearance fee,出場手当,Appearance fees should be included.,appearance_fee.mp3,YES,daniel_tts
paper,sporting project,強化方針,Tell us about the sporting project.,sporting_project.mp3,YES,daniel_tts
paper,development plan,育成計画,What is the development plan?,development_plan.mp3,YES,daniel_tts
paper,pathway to first team,トップ昇格ルート,Is there a pathway to the first team?,pathway_to_first_team.mp3,YES,daniel_tts
paper,playing time,出場機会,Playing time is important.,playing_time.mp3,YES,daniel_tts
paper,minutes expectation,出場時間見込み,What are the minutes expectations?,minutes_expectation.mp3,YES,daniel_tts
paper,recruitment team,強化担当,Recruitment team is interested.,recruitment_team.mp3,YES,daniel_tts
paper,loan fee,レンタル料,Loan fee is negotiable.,loan_fee.mp3,YES,daniel_tts
paper,buy-back clause,買戻し条項,Buy-back clause is included.,buy-back_clause.mp3,YES,daniel_tts
paper,medical examination,メディカルチェック,Medical examination is scheduled.,medical_examination.mp3,YES,daniel_tts
paper,registration process,登録手続き,Registration process has started.,registration_process.mp3,YES,daniel_tts
paper,visa application,ビザ申請,Visa application has been submitted.,visa_application.mp3,YES,daniel_tts
paper,exclusive mandate,独占契約,We have an exclusive mandate.,exclusive_mandate.mp3,YES,daniel_tts
paper,tax equalisation,税負担調整,The contract includes tax equalisation.,tax_equalisation.mp3,YES,daniel_tts
paper,tax liability,納税義務,Tax liability must be clarified.,tax_liability.mp3,YES,daniel_tts
paper,tax residency,税務上の居住地,Tax residency is important.,tax_residency.mp3,YES,daniel_tts
paper,withholding tax,源泉税,Withholding tax applies.,withholding_tax.mp3,YES,daniel_tts
paper,social security contribution,社会保険料,Social security contributions are covered.,social_security_contribution.mp3,YES,daniel_tts
paper,termination clause,契約解除条項,The termination clause is unacceptable.,termination_clause.mp3,YES,daniel_tts
paper,breach of contract,契約違反,This may constitute a breach of contract.,breach_of_contract.mp3,YES,daniel_tts
paper,default notice,履行催告書,A default notice was issued.,default_notice.mp3,YES,daniel_tts
paper,material breach,重大な契約違反,This is a material breach.,material_breach.mp3,YES,daniel_tts
paper,governing law,準拠法,English law is the governing law.,governing_law.mp3,YES,daniel_tts
paper,jurisdiction,管轄,Jurisdiction shall be Switzerland.,jurisdiction.mp3,YES,daniel_tts
paper,dispute resolution,紛争解決,The dispute resolution clause is standard.,dispute_resolution.mp3,YES,daniel_tts
paper,arbitration,仲裁,The matter will go to arbitration.,arbitration.mp3,YES,daniel_tts
paper,CAS appeal,CASへの上訴,A CAS appeal may follow.,CAS_appeal.mp3,YES,daniel_tts
paper,indemnity,補償義務,The club requested an indemnity.,indemnity.mp3,YES,daniel_tts
paper,limitation of liability,責任制限,We need a limitation of liability clause.,limitation_of_liability.mp3,YES,daniel_tts
paper,force majeure,不可抗力,Force majeure applies.,force_majeure.mp3,YES,daniel_tts
paper,confidentiality clause,秘密保持条項,The confidentiality clause remains in force.,confidentiality_clause.mp3,YES,daniel_tts
paper,non-disclosure agreement,NDA,Please sign the NDA.,non-disclosure_agreement.mp3,YES,daniel_tts
paper,compliance,法令遵守,Compliance is mandatory.,compliance.mp3,YES,daniel_tts
paper,conflict of interest,利益相反,There is a potential conflict of interest.,conflict_of_interest.mp3,YES,daniel_tts
paper,legal counsel,法務顧問,Our legal counsel reviewed the draft.,legal_counsel.mp3,YES,daniel_tts
paper,guaranteed compensation,保証報酬,We require guaranteed compensation.,guaranteed_compensation.mp3,YES,daniel_tts
paper,performance incentive,成果報酬,Performance incentives are included.,performance_incentive.mp3,YES,daniel_tts
paper,retention bonus,残留ボーナス,Retention bonus is payable.,retention_bonus.mp3,YES,daniel_tts
paper,payment schedule,支払スケジュール,Please share the payment schedule.,payment_schedule.mp3,YES,daniel_tts
paper,outstanding amount,未払金,The outstanding amount remains unpaid.,outstanding_amount.mp3,YES,daniel_tts
paper,settlement agreement,和解契約,The parties signed a settlement agreement.,settlement_agreement.mp3,YES,daniel_tts
paper,amendment,契約変更,An amendment is required.,amendment.mp3,YES,daniel_tts
paper,addendum,追加合意書,The addendum has been executed.,addendum.mp3,YES,daniel_tts
paper,binding agreement,法的拘束力のある契約,This is a binding agreement.,binding_agreement.mp3,YES,daniel_tts
paper,scout,スカウトする,We scouted him last weekend.,scout.mp3,YES,daniel_tts
paper,scouting report,スカウティングレポート,Please share the scouting report.,scouting_report.mp3,YES,daniel_tts
paper,player profile,選手プロフィール,The player profile looks promising.,player_profile.mp3,YES,daniel_tts
paper,target player,補強対象選手,He is a target player.,target_player.mp3,YES,daniel_tts
paper,recruitment target,獲得候補,He remains a recruitment target.,recruitment_target.mp3,YES,daniel_tts
paper,longlist,ロングリスト,He is on our longlist.,longlist.mp3,YES,daniel_tts
paper,priority target,最優先ターゲット,He is our priority target.,priority_target.mp3,YES,daniel_tts
paper,backup option,代替候補,He is a backup option.,backup_option.mp3,YES,daniel_tts
paper,replacement target,後任候補,We need a replacement target.,replacement_target.mp3,YES,daniel_tts
paper,succession planning,後継者計画,Succession planning has started.,succession_planning.mp3,YES,daniel_tts
paper,recruitment strategy,補強戦略,The recruitment strategy is clear.,recruitment_strategy.mp3,YES,daniel_tts
paper,squad planning,戦力編成,Squad planning is ongoing.,squad_planning.mp3,YES,daniel_tts
paper,position need,補強ポジション,Centre-back is a position need.,position_need.mp3,YES,daniel_tts
paper,development potential,成長可能性,He has huge development potential.,development_potential.mp3,YES,daniel_tts
paper,ceiling,将来性の上限,His ceiling is very high.,ceiling.mp3,YES,daniel_tts
paper,upside,伸びしろ,There is significant upside.,upside.mp3,YES,daniel_tts
paper,technical ability,技術力,His technical ability stands out.,technical_ability.mp3,YES,daniel_tts
paper,ball control,ボールコントロール,Excellent ball control.,ball_control.mp3,YES,daniel_tts
paper,passing range,パスレンジ,He has a wide passing range.,passing_range.mp3,YES,daniel_tts
paper,decision making,判断力,Decision making is excellent.,decision_making.mp3,YES,daniel_tts
paper,game intelligence,サッカーIQ,His game intelligence is impressive.,game_intelligence.mp3,YES,daniel_tts
paper,football IQ,戦術理解力,He has a strong football IQ.,football_IQ.mp3,YES,daniel_tts
paper,positioning,ポジショニング,Positioning is a strength.,positioning.mp3,YES,daniel_tts
paper,awareness,周囲認知,His awareness is elite.,awareness.mp3,YES,daniel_tts
paper,scanning,首振り習慣,Scanning frequency is excellent.,scanning.mp3,YES,daniel_tts
paper,composure,落ち着き,He shows composure under pressure.,composure.mp3,YES,daniel_tts
paper,athleticism,運動能力,Athleticism is outstanding.,athleticism.mp3,YES,daniel_tts
paper,pace,スピード,He has great pace.,pace.mp3,YES,daniel_tts
paper,acceleration,加速力,Acceleration is explosive.,acceleration.mp3,YES,daniel_tts
paper,duel success rate,デュエル勝率,Duel success rate is high.,duel_success_rate.mp3,YES,daniel_tts
paper,aerial ability,空中戦能力,Aerial ability is a strength.,aerial_ability.mp3,YES,daniel_tts
paper,one-v-one defending,対人守備,One-v-one defending is reliable.,one-v-one_defending.mp3,YES,daniel_tts
paper,recovery speed,戻りの速さ,Recovery speed is elite.,recovery_speed.mp3,YES,daniel_tts
paper,character assessment,人物評価,Character assessment is positive.,character_assessment.mp3,YES,daniel_tts
paper,coachability,指導吸収力,Coachability is excellent.,coachability.mp3,YES,daniel_tts
paper,adaptability,適応力,Adaptability is important.,adaptability.mp3,YES,daniel_tts
paper,competitive mindset,競争心,Competitive mindset is strong.,competitive_mindset.mp3,YES,daniel_tts
paper,cultural fit,チーム適性,Cultural fit is important.,cultural_fit.mp3,YES,daniel_tts
paper,dressing room fit,ロッカールーム適性,He is a good dressing room fit.,dressing_room_fit.mp3,YES,daniel_tts
paper,green light,獲得承認,The board gave the green light.,green_light.mp3,YES,daniel_tts
paper,sign-off,最終承認,We are waiting for sign-off.,sign-off.mp3,YES,daniel_tts
paper,FIFA Agent,FIFA代理人,He is a licensed FIFA Agent.,FIFA_Agent.mp3,YES,daniel_tts
paper,representation contract,代理人契約,The representation contract has been signed.,representation_contract.mp3,YES,daniel_tts
paper,client representation,選手代理,We provide client representation services.,client_representation.mp3,YES,daniel_tts
paper,exclusive representation,独占代理,The player granted exclusive representation.,exclusive_representation.mp3,YES,daniel_tts
paper,engagement letter,業務委託書,The engagement letter is attached.,engagement_letter.mp3,YES,daniel_tts
paper,letter of authority,委任状,Please provide a letter of authority.,letter_of_authority.mp3,YES,daniel_tts
paper,informed consent,説明を受けた同意,Informed consent was obtained.,informed_consent.mp3,YES,daniel_tts
paper,service fee,代理人報酬,The service fee is 5%.,service_fee.mp3,YES,daniel_tts
paper,commission,手数料,Commission will be paid quarterly.,commission.mp3,YES,daniel_tts
paper,invoice,請求書,We issued the invoice.,invoice.mp3,YES,daniel_tts
paper,payment instruction,支払指示書,Payment instructions were sent.,payment_instruction.mp3,YES,daniel_tts
paper,proof of payment,送金証明,Please provide proof of payment.,proof_of_payment.mp3,YES,daniel_tts
paper,transfer matching system,TMS,The transfer was entered into TMS.,transfer_matching_system.mp3,YES,daniel_tts
paper,TMS declaration,TMS申告,Both clubs completed the TMS declaration.,TMS_declaration.mp3,YES,daniel_tts
paper,international transfer certificate,ITC,The ITC has been issued.,international_transfer_certificate.mp3,YES,daniel_tts
paper,player passport,選手パスポート,We requested the player passport.,player_passport.mp3,YES,daniel_tts
paper,registration period,登録期間,The registration period closes next week.,registration_period.mp3,YES,daniel_tts
paper,training club,育成クラブ,The training club submitted a claim.,training_club.mp3,YES,daniel_tts
paper,distribution statement,分配明細,We received the distribution statement.,distribution_statement.mp3,YES,daniel_tts
paper,clearing house,FIFA Clearing House,The payment will be processed through the Clearing House.,clearing_house.mp3,YES,daniel_tts
paper,sporting just cause,スポーツ上の正当事由,Sporting just cause may apply.,sporting_just_cause.mp3,YES,daniel_tts
paper,unilateral termination,一方的解除,The club claims unilateral termination.,unilateral_termination.mp3,YES,daniel_tts
paper,mutual termination agreement,合意解除契約,A mutual termination agreement was signed.,mutual_termination_agreement.mp3,YES,daniel_tts
paper,temporary transfer,期限付き移籍,This is a temporary transfer.,temporary_transfer.mp3,YES,daniel_tts
paper,buy option,買取オプション,The loan includes a buy option.,buy_option.mp3,YES,daniel_tts
paper,buy obligation,買取義務,A buy obligation applies.,buy_obligation.mp3,YES,daniel_tts
paper,minor player,未成年選手,The player is a minor player.,minor_player.mp3,YES,daniel_tts
paper,parental consent,保護者同意,Parental consent is required.,parental_consent.mp3,YES,daniel_tts
paper,dual nationality,二重国籍,The player holds dual nationality.,dual_nationality.mp3,YES,daniel_tts
paper,eligibility,出場資格,Eligibility is under review.,eligibility.mp3,YES,daniel_tts
paper,disciplinary proceeding,懲戒手続,FIFA opened disciplinary proceedings.,disciplinary_proceeding.mp3,YES,daniel_tts
paper,CAS arbitration,CAS仲裁,The dispute may proceed to CAS arbitration.,CAS_arbitration.mp3,YES,daniel_tts
paper,legal submission,準備書面,We submitted a legal submission.,legal_submission.mp3,YES,daniel_tts
paper,settlement negotiation,和解交渉,Settlement negotiations are ongoing.,settlement_negotiation.mp3,YES,daniel_tts
paper,claimant,申立人,The claimant filed a claim.,claimant.mp3,YES,daniel_tts
paper,respondent,被申立人,The respondent filed its response.,respondent.mp3,YES,daniel_tts
paper,burden of proof,立証責任,The burden of proof lies with the claimant.,burden_of_proof.mp3,YES,daniel_tts
paper,final decision,最終決定,FIFA issued its final decision.,final_decision.mp3,YES,daniel_tts
fan,Who are ya?,お前ら誰だよ？（挑発チャント）,The away end sings 'Who are ya?',Who_are_ya.mp3,YES,original
fan,Get in!,よっしゃー！,Last-minute winner — get in!,Get_in.mp3,YES,original
fan,He's one of our own,生え抜きを讃えるチャント,The academy kid scores — he's one of our own!,Hes_one_of_our_own.mp3,YES,original
fan,You're not singing anymore,黙ったな（逆転時の煽り）,2-1 up: 'You're not singing anymore!',Youre_not_singing_anymore.mp3,YES,original
fan,"On me 'ead, son!",俺の頭に合わせろ！,"The terrace shouts 'On me 'ead, son!'",On_me_ead_son.mp3,YES,original
fan,What a waste of money,カネの無駄遣い（高額選手への煽り）,He misses again — 'what a waste of money!',What_a_waste_of_money.mp3,YES,original
fan,Terrace,ゴール裏（立見席文化）,He grew up on the terraces at Selhurst.,Terrace.mp3,YES,original
fan,Away day,アウェイ遠征,"Early train, full pub — proper away day.",Away_day.mp3,YES,original
fan,Pitch invasion,ピッチ乱入,Promotion sparked a pitch invasion.,Pitch_invasion.mp3,YES,original
fan,Derby day,ダービーの日,The whole city stops on derby day.,Derby_day.mp3,YES,original
fan,Sacked in the morning,「朝には解任だ」チャント,Fans chant 'sacked in the morning' at the boss.,Sacked_in_the_morning.mp3,YES,original
fan,Glory hunter,強いチームにだけ乗っかるにわか,He swapped clubs again — total glory hunter.,Glory_hunter.mp3,YES,original
fan,Season ticket,シーズンチケット,Third generation with a season ticket here.,Season_ticket.mp3,YES,original
fan,Tinpot,しょぼい・三流の,They called our cup run tinpot. Rude.,Tinpot.mp3,YES,original
fan,Prawn sandwich brigade,試合に興味のない法人席の客,The prawn sandwich brigade left at sixty minutes.,Prawn_sandwich_brigade.mp3,YES,original
fan,We want our club back,クラブを取り戻せ（オーナー抗議）,Banners read 'We want our club back'.,We_want_our_club_back.mp3,YES,original
fan,Proper,本物の・ガチの,"Standing terrace, floodlights — proper football.",Proper.mp3,YES,original
fan,Gutted for the lads,選手たちが気の毒だ,Lost on pens — gutted for the lads.,Gutted_for_the_lads.mp3,YES,original
fan,Top four,トップ4（CL出場圏）,Top four is the minimum this season.,Top_four.mp3,YES,original
fan,Sing your hearts out,声の限り歌え,Sing your hearts out for the lads!,Sing_your_hearts_out.mp3,YES,original
